0	1	1.0	0.1	1.0	63.49363593424098	49.99999999999999
0	1	1.0	0.63	1.0	0.2539268054975304	1.259763164525069
0	1	1.0	3.98	1.0	0.001007119445080269	0.031564859473245624
1	1	1.0	0.1	1.0	63.49363593424098	49.99999999999999
1	1	1.0	0.63	1.0	0.2539268054975304	1.259763164525069
1	1	1.0	3.98	1.0	0.001007119445080269	0.031564859473245624
2	1	1.0	0.1	1.0	63.49363593424098	49.99999999999999
2	1	1.0	0.63	1.0	0.2539268054975304	1.259763164525069
2	1	1.0	3.98	1.0	0.001007119445080269	0.031564859473245624
3	1	1.0	0.1	1.0	63.49363593424098	49.99999999999999
3	1	1.0	0.63	1.0	0.2539268054975304	1.259763164525069
3	1	1.0	3.98	1.0	0.001007119445080269	0.031564859473245624
4	1	1.0	0.1	1.0	63.49363593424098	49.99999999999999
4	1	1.0	0.63	1.0	0.2539268054975304	1.259763164525069
4	1	1.0	3.98	1.0	0.001007119445080269	0.031564859473245624
