0,0,326.007930
0,1,3.152327
0,2,0.433900
0,3,0.000000
0,4,0.000000
0,5,0.000000
0,6,923.876803
0,7,4.721508
0,8,2811.782008
0,9,0.000000
0,10,0.000000
0,11,0.000000
0,12,109204.366293
0,13,862.671197
0,14,12947532056.158546
1,0,326.007930
1,1,3.152327
1,2,0.433900
1,3,0.000000
1,4,0.000000
1,5,0.000000
1,6,923.876803
1,7,4.721508
1,8,2811.782008
1,9,0.000000
1,10,0.000000
1,11,0.000000
1,12,109204.366293
1,13,862.671197
1,14,12947532056.161425
2,0,326.007930
2,1,3.152327
2,2,0.433900
2,3,0.000000
2,4,0.000000
2,5,0.000000
2,6,923.876803
2,7,4.721508
2,8,2811.782008
2,9,0.000000
2,10,0.000000
2,11,0.000000
2,12,109204.366293
2,13,862.671197
2,14,12947532056.161812
3,0,326.007930
3,1,3.152327
3,2,0.433900
3,3,0.000000
3,4,0.000000
3,5,0.000000
3,6,923.876803
3,7,4.721508
3,8,2811.782008
3,9,0.000000
3,10,0.000000
3,11,0.000000
3,12,109204.366293
3,13,862.671197
3,14,12947532056.163994
4,0,326.007930
4,1,3.152327
4,2,0.433900
4,3,0.000000
4,4,0.000000
4,5,0.000000
4,6,923.876803
4,7,4.721508
4,8,2811.782008
4,9,0.000000
4,10,0.000000
4,11,0.000000
4,12,109204.366293
4,13,862.671197
4,14,12947532056.161610
5,0,326.007930
5,1,3.152327
5,2,0.433900
5,3,0.000000
5,4,0.000000
5,5,0.000000
5,6,923.876803
5,7,4.721508
5,8,2811.782008
5,9,0.000000
5,10,0.000000
5,11,0.000000
5,12,109204.366293
5,13,862.671197
5,14,12947532056.160381
6,0,326.007930
6,1,3.152327
6,2,0.433900
6,3,0.000000
6,4,0.000000
6,5,0.000000
6,6,923.876803
6,7,4.721508
6,8,2811.782008
6,9,0.000000
6,10,0.000000
6,11,0.000000
6,12,109204.366293
6,13,862.671197
6,14,12947532056.161200
7,0,326.007930
7,1,3.152327
7,2,0.433900
7,3,0.000000
7,4,0.000000
7,5,0.000000
7,6,923.876803
7,7,4.721508
7,8,2811.782008
7,9,0.000000
7,10,0.000000
7,11,0.000000
7,12,109204.366293
7,13,862.671197
7,14,12947532056.167854
8,0,326.007930
8,1,3.152327
8,2,0.433900
8,3,0.000000
8,4,0.000000
8,5,0.000000
8,6,923.876803
8,7,4.721508
8,8,2811.782008
8,9,0.000000
8,10,0.000000
8,11,0.000000
8,12,109204.366293
8,13,862.671197
8,14,12947532056.159374
9,0,326.007930
9,1,3.152327
9,2,0.433900
9,3,0.000000
9,4,0.000000
9,5,0.000000
9,6,923.876803
9,7,4.721508
9,8,2811.782008
9,9,0.000000
9,10,0.000000
9,11,0.000000
9,12,109204.366293
9,13,862.671197
9,14,12947532056.162701
10,0,326.007930
10,1,3.152327
10,2,0.433900
10,3,0.000000
10,4,0.000000
10,5,0.000000
10,6,923.876803
10,7,4.721508
10,8,2811.782008
10,9,0.000000
10,10,0.000000
10,11,0.000000
10,12,109204.366293
10,13,862.671197
10,14,12947532056.163784
11,0,326.007930
11,1,3.152327
11,2,0.433900
11,3,0.000000
11,4,0.000000
11,5,0.000000
11,6,923.876803
11,7,4.721508
11,8,2811.782008
11,9,0.000000
11,10,0.000000
11,11,0.000000
11,12,109204.366293
11,13,862.671197
11,14,12947532056.164005
12,0,326.007930
12,1,3.152327
12,2,0.433900
12,3,0.000000
12,4,0.000000
12,5,0.000000
12,6,923.876803
12,7,4.721508
12,8,2811.782008
12,9,0.000000
12,10,0.000000
12,11,0.000000
12,12,109204.366293
12,13,862.671197
12,14,12947532056.162752
13,0,326.007930
13,1,3.152327
13,2,0.433900
13,3,0.000000
13,4,0.000000
13,5,0.000000
13,6,923.876803
13,7,4.721508
13,8,2811.782008
13,9,0.000000
13,10,0.000000
13,11,0.000000
13,12,109204.366293
13,13,862.671197
13,14,12947532056.160063
14,0,326.007930
14,1,3.152327
14,2,0.433900
14,3,0.000000
14,4,0.000000
14,5,0.000000
14,6,923.876803
14,7,4.721508
14,8,2811.782008
14,9,0.000000
14,10,0.000000
14,11,0.000000
14,12,109204.366293
14,13,862.671197
14,14,12947532056.167862
15,0,326.007930
15,1,3.152327
15,2,0.433900
15,3,0.000000
15,4,0.000000
15,5,0.000000
15,6,923.876803
15,7,4.721508
15,8,2811.782008
15,9,0.000000
15,10,0.000000
15,11,0.000000
15,12,109204.366293
15,13,862.671197
15,14,12947532056.162897
16,0,326.007930
16,1,3.152327
16,2,0.433900
16,3,0.000000
16,4,0.000000
16,5,0.000000
16,6,923.876803
16,7,4.721508
16,8,2811.782008
16,9,0.000000
16,10,0.000000
16,11,0.000000
16,12,109204.366293
16,13,862.671197
16,14,12947532056.167480
17,0,326.007930
17,1,3.152327
17,2,0.433900
17,3,0.000000
17,4,0.000000
17,5,0.000000
17,6,923.876803
17,7,4.721508
17,8,2811.782008
17,9,0.000000
17,10,0.000000
17,11,0.000000
17,12,109204.366293
17,13,862.671197
17,14,12947532056.159622
18,0,326.007930
18,1,3.152327
18,2,0.433900
18,3,0.000000
18,4,0.000000
18,5,0.000000
18,6,923.876803
18,7,4.721508
18,8,2811.782008
18,9,0.000000
18,10,0.000000
18,11,0.000000
18,12,109204.366293
18,13,862.671197
18,14,12947532056.166393
19,0,326.007930
19,1,3.152327
19,2,0.433900
19,3,0.000000
19,4,0.000000
19,5,0.000000
19,6,923.876803
19,7,4.721508
19,8,2811.782008
19,9,0.000000
19,10,0.000000
19,11,0.000000
19,12,109204.366293
19,13,862.671197
19,14,12947532056.165840
20,0,326.007930
20,1,3.152327
20,2,0.433900
20,3,0.000000
20,4,0.000000
20,5,0.000000
20,6,923.876803
20,7,4.721508
20,8,2811.782008
20,9,0.000000
20,10,0.000000
20,11,0.000000
20,12,109204.366293
20,13,862.671197
20,14,12947532056.164898
21,0,326.007930
21,1,3.152327
21,2,0.433900
21,3,0.000000
21,4,0.000000
21,5,0.000000
21,6,923.876803
21,7,4.721508
21,8,2811.782008
21,9,0.000000
21,10,0.000000
21,11,0.000000
21,12,109204.366293
21,13,862.671197
21,14,12947532056.162786
22,0,326.007930
22,1,3.152327
22,2,0.433900
22,3,0.000000
22,4,0.000000
22,5,0.000000
22,6,923.876803
22,7,4.721508
22,8,2811.782008
22,9,0.000000
22,10,0.000000
22,11,0.000000
22,12,109204.366293
22,13,862.671197
22,14,12947532056.167526
23,0,326.007930
23,1,3.152327
23,2,0.433900
23,3,0.000000
23,4,0.000000
23,5,0.000000
23,6,923.876803
23,7,4.721508
23,8,2811.782008
23,9,0.000000
23,10,0.000000
23,11,0.000000
23,12,109204.366293
